رقم التسجيل,اسم العلامة عربي,اسم العلامة انجليزي,حالة العلامة,نوع العلامة من حيث الوصف,نوع العلامة,الفئة,اسم المالك بالعربي,اسم المالك بالانجليزي,تاريخ تسجيل العلامة,الجنسية,تاريخ بداية الحماية,وصف العلامة,تاريخ نهاية الحماية,تاريخ النشر
1444015703,الورقة الحلوة للحلويات الورقة ,sweet leaf sweets,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,عبدالمجيد مشبب عبدالله القحطاني,-,2/1/2023 10:57,المملكة العربية السعودية ,11/22/2022 8:35,كلمه الورقه بشكل مميز لما يشابه كب كيك اسفله عباره الورقة الحلوة للحلويات بحروف عربيه اسفله عباره سويت ليف  سويتس بحروف لاتينيه والعلامه ككل باللون الورد الغامق والرمادي ,8/5/2032 8:35,11/29/2022 17:37
1444022216,-,A. J. BURGER,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,مؤسسة مذاق الاكل لتقديم الوجبات,-,4/18/2023 18:49,المملكة العربية السعودية ,1/11/2023 13:34,عبارة أي جي برجر بحروف لاتينية بشكل نصف دائري يتوسطه راس ثور والعلامة ككل لونها برتقالي,9/23/2032 13:34,1/23/2023 12:30
1444020211, سندال كو شركة سندال للتجارة,SINDAL.CO TRDING CO SINDAL,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة19,شركة سندال للتجارة,-,8/3/2023 23:09,المملكة العربية السعودية ,12/27/2022 10:48,عباره  سندال كو سندال تريندج كو  بحروف لاتينية وعباره سندال كو شركة سندال للتجارة  بحروف عربيه ورسم الحرف اللاتيني اس بشكل مميز والعلامه ككل باللون الرمادي الغامق و تدرجات اللون الاخضر الى الازرق  ,9/8/2032 10:48,6/4/2023 16:50
1444025285,-,JAKEMANS,علامة مسجلة,لفظية,علامة تجارية ,فئة30,-,G R Lane Health Products Ltd,4/19/2023 20:14,المملكة المتحدة,2/2/2023 12:14,كلمة جيكمانز بحروف لاتينية باللون الأسود,10/16/2032 12:14,2/12/2023 15:20
1444040378,-,LION POWER,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 9,مهران عبدالجليل قاسم قايد العواضي ,-,8/18/2023 22:19,اليمن,5/31/2023 13:58,بطاقة باللون الاخضر الغامق يعلوها رسمة راس اسد وفي الاسفل منها مكتوب ليون باور باللغة اللاتينية وباللون الذهبي  ,2/11/2033 13:58,6/12/2023 14:15
1444004709,البحر الأحمر,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة44,شركة البحر الأحمر الدولية شركة شخص واحد,-,4/26/2023 23:10,المملكة العربية السعودية ,8/29/2022 15:45,عبارة البحر الأحمر بحروف عربية بخط مميز مصحوبةً برسم تمثيلي لمجموعة من الجزر,5/11/2032 15:45,2/20/2023 18:46
1444016298,-,Cetahex,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,شركة الدواء للخدمات الطبية مساهمة مدرجة,-,2/7/2023 18:49,المملكة العربية السعودية ,11/27/2022 17:43,كلمة سيتاهيكس بحروف لاتينية باللون الاحمر ,8/10/2032 17:43,12/7/2022 17:59
1445002356,-,ATKINSREALIS,علامة مسجلة,لفظية,علامة تجارية ,فئة41,-,Atkins Limited,12/11/2023 14:42,المملكة المتحدة,8/3/2023 14:50,كلمة أتكينزرياليس بحروف لاتينية ويوجد خط مائل صغير فوق الحرف إي,4/16/2033 14:50,10/8/2023 11:25
1444024647,-,super act,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 3,شركة الشهراني العالمية المحدودة (شركة شخص واحد),-,4/16/2023 23:59,المملكة العربية السعودية ,1/29/2023 12:32,يتمثل الشعار من كلمة سوبر اكت بالحروف اللاتينية بخط مميز كلمة اكت باللون الازرق وسوبر باللون الاحمر على علم الولايات المتحدة الامريكية يمسكه الشخصية الكرتونية سوبر مان,10/12/2032 12:32,2/12/2023 19:29
1444021175,-,Refill,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 4,شركة الجي كوم للتجارة,-,3/20/2023 0:59,المملكة العربية السعودية ,1/7/2023 14:55,من الاعلى علامة فوهة تعبئة البنزين باللون الازرق وفي الوسط نقطة باللون الاحمر و بالاسفل كلمة انجليزية ريفيل باللون الازرق .,9/19/2032 14:55,1/18/2023 12:15
1444006606,-,AXIS-Y,علامة مسجلة,لفظية,علامة تجارية ,فئة 3,-,"Asia Master Trade Co.,Ltd",1/18/2023 19:04,كوريا الجنوبية,9/13/2022 12:18,عبارة اكسس - واي بحروف لاتينية,5/26/2032 12:18,10/16/2022 16:50
1444006159,جُميز,JOUMAIZ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,مؤسسة ركن جميز للتجارة,-,3/8/2023 18:14,المملكة العربية السعودية ,9/8/2022 16:41,رسم لشكل غصن تين 6 اوراق من شجرة التين 5 ثمار من التين يليها كلمة جُميز باللغة العربية و أسفلها كلمة جُميز باللغة الانجليزي و باللون الذهبي.,5/21/2032 16:41,12/15/2022 19:56
1444010695,-,proxy ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة36,شركة افكار المسوق المحدودة شركة شخص واحد,-,2/8/2023 21:09,المملكة العربية السعودية ,10/17/2022 19:56,خلفية باللون الابيض بداخلها مكتوب عبارة بروكسي  باللغة اللاتينية وعلى الجانب رسم مبنى واسفله خطوط والعلامة ككل بالبنفسجي والبرتقالي .,6/29/2032 19:56,12/7/2022 17:32
1444021909,شاورما مجمار,Shawarma Mjmar,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,شركة فطيرة الفلافل اللذيذه لتقديم الوجبات,-,3/20/2023 11:04,المملكة العربية السعودية ,1/10/2023 12:10, عبارة شاورما مجمار باللغة العربية باللون الاسود بحروف عربية ولاتينية ومن فوقها شكل سيخ شاورما باللون الاصفر يتوسطها شكل الحطب والنار مرسوم بطريقة فنية مميزة ,9/22/2032 12:10,1/18/2023 16:14
1445005074,-,FREYA FREYA FREYA ,علامة مسجلة,لفظية,علامة تجارية ,فئة35,دانه محمد عبدالرحيم عبدالرزاق الفهيم,-,12/12/2023 15:23,الإمارات العربية المتحدة,8/23/2023 9:00,كلمة فريا مكتوبة بشكل متسلسل بحروف لاتينية بالألوان الأسود والرمادي .,5/6/2033 9:00,10/12/2023 8:07
1444024176,-,MUTTRAH FALAFEL,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,مطاعم محمد سعد فهد الزهره لتقديم الوجبات,-,5/11/2023 22:09,المملكة العربية السعودية ,1/24/2023 23:39,بطاقة باللون الأبيض رسم بها رسم مميز لما يشبه ايقونة المواقع ولها ابتسامة وقدمين ويدين وكتب اعلاها بحروف لاتينية عبارة مطرح فلافل والعلامة باللون الأبيض والأسود والأصفر ,10/7/2032 23:39,2/21/2023 17:36
1444042796,-,GRALEXON,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,Bausch Health Ireland Limited,12/7/2023 15:16,أيرلندا,6/15/2023 15:08,كلمة جراليكسون بحروف لاتينية,2/26/2033 15:08,10/5/2023 12:55
1444044408,-,ILDOSQA,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,Boehringer Ingelheim International GmbH ,11/20/2023 14:46,ألمانيا,7/4/2023 8:49,كلمة إيلدوسكا بحروف لاتينية باللون الأسود وبخط عريض ,3/17/2033 8:49,9/18/2023 14:22
1444042284,-,SHEIN VCAY,علامة مشطوبة,تصويرية لفظية,علامة تجارية ,فئة25,اكسيين للتجارة الالكترونية م م ح,-,9/13/2023 12:49,الإمارات العربية المتحدة,6/13/2023 11:36,عبارة شي إن فيكاي بحروف لاتينية مميزة,2/24/2033 11:36,7/6/2023 10:12
1444010792,سوم,-,علامة مسجلة,لفظية,علامة تجارية ,فئة35,عبدالله بن صالح بن ابراهيم البرادي,-,1/7/2023 0:04,المملكة العربية السعودية ,10/18/2022 10:49,كلمة سوم بحروف عربية باللون الأسود,6/30/2032 10:49,11/7/2022 17:01
1444020802,ثرى,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,وليد خالد عبدالله العماش,-,3/19/2023 21:19,المملكة العربية السعودية ,12/30/2022 20:15,بطاقة كتب بداخلها كلمة ثرى بشكل طولي  يشابه الأعمدة باللون الأسود.,9/11/2032 20:15,1/9/2023 12:37
1445009890,-,STARLINE,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة37,-,Knauf Gips KG,12/31/2023 18:28,ألمانيا,9/26/2023 15:01,كلمة ستارلاين بحروف لاتينية مميزة ويكون الحرف ايه على شكل نجمة يمتد منها شريط أفقي أسفل الكلمة بشكل خاص  والعلامه ككل باللون الاسود ,6/8/2033 15:01,10/29/2023 14:48
1444042269,-,DUKAS,علامة مسجلة,لفظية,علامة تجارية ,فئة36,-,Dukascopy Bank SA,8/27/2023 15:59,سويسرا,6/13/2023 11:15,الكلمة دوكاس مكتوبة بالحروف اللاتينية ,2/24/2033 11:15,6/25/2023 13:31
1444039145,-,  LT   limitless   HEALTH AND WELLENESS,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة44,شركة أماس للخدمات التجارية,-,8/14/2023 17:14,المملكة العربية السعودية ,5/23/2023 15:34,حرفي  ال تي  بأحرف لاتينية وكبيرة  باللون الازرق و خلفية بيضاء و وأسفلها كلمة ليميت لس واسفلها عبارة هيلث اند ويلنيس والجميع باللون الرمادي وبأحرف لاتينية.,2/3/2033 15:34,6/14/2023 10:50
1444011501,بلاتين لخدمات النظافة ,PLATIN CLEANING SERVICE ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة37,سفيان حمد بن سليمان الراضي,-,3/4/2023 18:44,المملكة العربية السعودية ,10/23/2022 13:08, مستطيل بخلفية بيضاء و بداخل المستطيل كلمة ( بلاتين) بحروف لاتينية  باللون البترولي  و أسفل الكلمة عبارة ( كلينينق سيرفيس)  بحروف لاتينية  باللون البترولي ومكتوب أيضا ( بلاتين )  بحروف عربية  باللون البترولي و أسفل الكلمة عبارة ( لخدمات النظافة ) باللغة العربية باللون الأزرق الفاتح ويوجد فوق الكلمتين شعار على شكل مكنسة باللون الأبيض و المسكة باللون البترولي و يوجد أسفل المكنسة غبار باللون الأزرق الفاتح و يوجد في المكنسة شكل على شكل نجوم,7/5/2032 13:08,12/7/2022 17:44
1444012170,-,Qk,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة14,شركة القلادة الخليجية للذهب والمجوهرات,-,1/9/2023 1:34,المملكة العربية السعودية ,10/26/2022 16:29,الحرفان اللاتنيان كيو كي بشكل مميز ومتصل ويتوسط الحرف اللاتينيه كيو رسم جوهره والعلامه ككل باللون الذهبي على خلفيه باللون الابيض ,7/9/2032 16:29,11/1/2022 17:18
1445002417,-,V Leaf,علامة مسجلة,لفظية,علامة تجارية ,فئة 9,-,"Honor Device Co., Ltd",11/21/2023 13:11,الصين,8/9/2023 12:24,عبارة في ليف بحروف لاتينية,4/22/2033 12:24,9/5/2023 10:27
1445004677,-,TOPSTRETCHING,علامة مسجلة,لفظية,علامة تجارية ,فئة41,توبستريتشنج جيم,-,12/20/2023 16:26,الإمارات العربية المتحدة,8/21/2023 10:49,تتكون العلامة التجارية من الكلمة ومنطوقها العربي توبستريتشنج  كتبت بحروف لاتينية كبيرة باللون الأسود العلامة ككل باللون الأسود والأبيض,5/4/2033 10:49,10/6/2023 19:22
1445002893,-,VEVOR,علامة مسجلة,لفظية,علامة تجارية ,فئة 7,-,"Shanghai Sishun E-commerce Co., Ltd.",11/19/2023 17:17,الصين,8/10/2023 8:53,عبارة فيفور كتبت بحروف لاتينية كبيرة باللون الاسود,4/23/2033 8:53,9/20/2023 12:12
1445002244,-,BOLTZ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة25,مؤسسة الصاعقة الاولى للملابس,-,11/20/2023 16:42,المملكة العربية السعودية ,8/3/2023 2:51,بطاقة باللون الابيض بداخلها عبارة بولتز بالحروف اللاتينية باللون الاسود وفوقها علامة طائر الصقر فارد الجناحين باللون الاسود,4/16/2033 2:51,9/19/2023 12:57
1444013663,الفا لفال,-,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,Alfa Laval Corporate AB,2/1/2023 18:14,السويد,11/8/2022 14:23,عبارة الفا لفال بحروف عربية باللون الاسود.,7/22/2032 14:23,11/14/2022 11:04
1444032654,-,HJB VISSO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة28,-,YU JING,7/9/2023 17:34,الصين,3/30/2023 10:43,رسم لمستطيل بداخله كلمة فيسو بحروف لاتينية وبخط عريض على يسارها رسم لشكل هندسي بداخله خطوط متصله بشكل مميز أسفلها الأحرف اللاتينية اتش جي بي والعلامة باللونين الأسود والأبيض ,12/11/2032 10:43,4/30/2023 7:46
1444029803,-,locais,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,مؤسسة ولذ الطعام للتجارة,-,5/21/2023 18:33,المملكة العربية السعودية ,3/9/2023 1:20,بطاقة باللون البيج بداخلها لفظ مكتوب باللغة اللاتينية لوكايز باللون الاسود .,11/20/2032 1:20,3/14/2023 11:37
1445002248,حياة أجمل,PRETTIER LIFE  P L  ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 5,مؤسسة حياة أجمل التجارية,-,11/6/2023 2:34,المملكة العربية السعودية ,8/3/2023 8:34,رسم قلب بداخله الحرفين اللاتينين بي ال متصلين بخطوط مموجة اسفل الرسم عبارة حياة أجمل يحروف عربية اسفلها عبارة بيتر لايف بحروف لاتينية باللون البني الفاتح,4/16/2033 8:34,9/6/2023 20:07
1445007911,-,Galettechi Bakery,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,مؤسسة الفطيرة الهشة للحلويات,-,12/25/2023 15:35,المملكة العربية السعودية ,9/12/2023 14:18,عباره قالت شاي بيكري  بحروف لاتينيه باللون الاحمر على خلفيه باللون الوردي ,5/26/2033 14:18,10/17/2023 0:07
1444026352,بساتين بلقيس,Balkis ORCHARD,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة32,بلقيس ش م ل,-,5/28/2023 21:09,لبنان,2/9/2023 14:59,كلمتا بساتين بلقيس بحروف عربية مميزة ويعلو حرف القاف رسم ورقة شجر وأسفلها كلمتا بلقيس أورتشارد بحروف لاتينية مميزة ويعلو الحرف آي رسم ورقة شجر بشكل خاص,10/23/2032 14:59,3/23/2023 14:34
1444027902,جوود لاند ,GOODLAND,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,شركة شام الغذائية للتجارة,-,5/21/2023 2:39,المملكة العربية السعودية ,2/21/2023 19:55,عبارة جوود لاند بحروف عربية ولاتينية بشكل مميز وبداخل رسم لما يشابه دائرة غير مكتملة محاطه بزخرفة والعلامة ككل باللون الأخضر والأبيض على خلفية باللون البيج,11/4/2032 19:55,3/21/2023 19:39
1445006306,-,OLLIV,علامة مسجلة,لفظية,علامة تجارية ,فئة 9,-,"GPD Holdings, LLC",12/11/2023 14:17,الولايات المتحدة الأمريكية,8/31/2023 14:38,كلمة أوليف بحروف لاتينية,5/14/2033 14:38,10/8/2023 11:28
1445002079,-,PT4,علامة مسجلة,لفظية,علامة تجارية ,فئة43,أثير عبداللطيف حمود الشمرى,-,12/5/2023 11:39,المملكة العربية السعودية ,8/2/2023 11:02,حرف بي وحرف تي  ورقم اربعة وجميعهم باللغة الاتينية,4/15/2033 11:02,9/14/2023 16:42
1444006594,روشن دله,Roshan Dallah,علامة مسجلة,لفظية,علامة تجارية ,فئة44,شركة دله للخدمات الصحية شركة مساهمة عامة سعودية,-,1/9/2023 13:54,المملكة العربية السعودية ,9/13/2022 11:27,عبارة روشن دله باللغة العربية باللون الازرق الفاتح اسفل منه روشن دله باللغة الاتينية باللون الازرق الفاتح,5/26/2032 11:27,10/30/2022 19:40
1444044686,-,EASYLINK,علامة مسجلة,لفظية,علامة تجارية ,فئة14,-,ROLEX SA,10/16/2023 10:04,سويسرا,7/5/2023 11:52,كلمة ايزيلينك بحروف لاتينية,3/18/2033 11:52,8/14/2023 12:00
1445007324,-,Ennov,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة12,-,"Kumho Tire Co., Inc.",12/13/2023 14:33,كوريا الجنوبية,9/7/2023 14:25,كلمة إنوف بحروف لاتينية مميزة باللون التركوازي,5/21/2033 14:25,10/11/2023 11:31
1444039269,-,A Place Bake House,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,شركة الشراع الغذائية,-,9/7/2023 15:59,المملكة العربية السعودية ,5/24/2023 11:53,بطاقة سوداء كتب عليها عبارة أ بليس بايك هاوس باحرف لاتينية باللون الابيض,2/4/2033 11:53,7/6/2023 12:01
1445011010,إبراهيم خليل كانو,IBRAHIM K. KANOO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,شركة ابراهيم خليل كانو ,-,12/18/2023 14:09,البحرين,10/3/2023 15:04,عبارة إبراهيم خليل كانو باللغة العربية أسفلها عبارة إبراهيم كي كانو باللغة اللاتينية و على الجانب مربع بداخله حرف كي اللاتيني و العلامة ككل باللون الازرق و الرمادي على خلفية باللون الأبيض.,6/15/2033 15:04,10/15/2023 14:18
1444045581,بترولايون,PETROLION,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 4,شركة رواد الاطار الذهبي لصيانة السيارات,-,12/29/2023 20:37,المملكة العربية السعودية ,7/11/2023 12:34,درع باللون الأسود بداخله رسم تجريدي بخطوط بيضاء لرأس أسد يزأر باتجاه اليمين ويدنو الدرع كلمة بترولايون مكتوبة بأحرف عربية وخط مميز باللون الأسود يدنوها كلمة بترولايون مكتوبة بأحرف لاتينية وخط مميز باللون الأسود والكل على خلفية باللون الأبيض.,3/24/2033 12:34,10/23/2023 21:02
1444020043,-,CAT & JACK,علامة مسجلة,لفظية,علامة تجارية ,فئة25,-,"Target Brands, Inc.",7/3/2023 11:15,الولايات المتحدة الأمريكية,12/26/2022 12:20,عبارة كات اند جاك بحروف لاتينية باللون الاسود؟,9/7/2032 12:20,4/12/2023 11:27
1444033473,داون تاون السعودية لإدارة الأصول ,Saudi Downtown Assets Management ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة36,شركة داون تاون السعودية شركة شخص واحد مساهمة مقفلة,Saudi Downtown Company ,7/31/2023 12:20,المملكة العربية السعودية ,4/5/2023 14:01,قوسان متداخلان بشكل مميز باللون التركواز و الأسود مع فراغ في المنتصف عند تلاقي القوسين وبجانبها الأيمن عبارة داون تاون السعودية لإدارة الأصول بحروف عربية باللون الأسود وعبارة داون تاون السعودية آستس مانجمنت بحروف لاتينية باللون الأسود,12/17/2032 14:01,5/8/2023 16:40
1444022596,-,Sera,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة17,-,POLINAS PLASTIK SANAYI VE TICARET ANONIM SIRKETI,4/6/2023 15:34,تركيا,1/15/2023 11:58,كلمة سيرا بحروف لاتينية باللون الأخضر  ,9/27/2032 11:58,1/22/2023 13:31
1444028797,رومينا,Romina,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,شركة جسور القارات للتجارة شخص واحد قابضة,-,9/16/2023 17:34,المملكة العربية السعودية ,3/1/2023 13:53,عبارة رومينا بحروف عربيه ولاتينيه بشكل مميز ومحاطه برسم دائري مميز فوقه ورقة شجر والعلامه ككل بدرجات اللون الأزرق والأصفر,11/12/2032 13:53,7/17/2023 16:26
1444022621,-,PEREGRINE ADDITIVES & LUBRICANTS,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 4,-,Peregrine Additives & Lubes (PAL) LLC,4/13/2023 12:39,الولايات المتحدة الأمريكية,1/15/2023 13:38,عبارة بيرغرين آديتيفز أند لوبريكانتس بحروف لاتينية مميزة يعلوها رسم رجل طائر جارح تمسك بقطرة والعلامة ككل باللون الاسود .,9/27/2032 13:38,2/7/2023 9:54
1444039786,-,AER CAP,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة39,-,AerCap Holdings N.V.,10/23/2023 14:25,أيرلندا,5/28/2023 14:33,الأحرف اللاتينية إيه إي آر بشكل مميز أسفلها الأحرف اللاتينية سي إيه بي بخط عريض مميز وفي الزاوية اليمنى العلوية شكل يشبه الحرف اللاتيني أل مقلوب الشكل  ,2/8/2033 14:33,7/31/2023 12:21
1444026657,-,THE VICEROY LIFESTYLE SERIES,علامة مسجلة,لفظية,علامة تجارية ,فئة36,-,Viceroy Cayman Limited,4/27/2023 10:54,جزر كايمان,2/13/2023 12:02,عبارة ذى فايسروي لايفستايل سيريز بحروف لاتينية,10/27/2032 12:02,2/19/2023 16:48
1444039096,-,SparkLink,علامة مسجلة,لفظية,علامة تجارية ,فئة38,-,"Huawei Technologies Co., Ltd.",9/20/2023 16:30,الصين,5/23/2023 14:09,كلمة سباركلينك بحروف لاتينية باللون الاسود.,2/3/2033 14:09,7/13/2023 13:16
1444043421,-,MUKAMALAH AVIATION COMPANY,علامة مسجلة,لفظية,علامة تجارية ,فئة39,شركة مكاملة للطيران المحدودة,-,10/3/2023 17:09,المملكة العربية السعودية ,6/20/2023 15:47,عبارة مكاملة افياشين كومبوني بحروف لاتينية باللون الأسود,3/3/2033 15:47,7/20/2023 12:30
1444042815,-,Paneto,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,شركة مصدر الحياة للصناعات الغذائية شركة شخص واحد,-,10/1/2023 19:49,المملكة العربية السعودية ,6/15/2023 16:35,كلمة بانيتو باللغة اللاتينية باللون البني وفوق منها رسمه كريم باللون البني واللون الزهري,2/26/2033 16:35,7/31/2023 12:20
1444018118,-,RIVAXEL,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,"EXELTIS HEALTHCARE, S.L.",3/14/2023 16:15,إسبانيا,12/12/2022 16:19,كلمة ريفاكسيل بحروف لاتينية,8/25/2032 16:19,12/22/2022 16:23
1444042778,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة21,-,"Guangzhou Yatsen Global Co., Ltd.",9/14/2023 10:25,الصين,6/15/2023 14:35,رسم أشكال هندسية مكونة من مربع غير مكتمل أسفله زاوية قائمة وبجانبها خمسة خطوط أفقية بشكل خاص,2/26/2033 14:35,7/10/2023 15:07
1444013402,-,s e h,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة44,شركة اللمسه الحضاريه للتزيين النسائي,-,1/26/2023 14:29,المملكة العربية السعودية ,11/6/2022 15:27,مرآة يد باللون الوردي بداخلها ثلاثة احرف اس اي اتش باللون الابيض.,7/20/2032 15:27,11/7/2022 16:02
1444025105,-,IMMENSA,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 9,امنسا اس بي في هولدينجز ليمتد,Immensa SPV Holdings Ltd.,4/19/2023 17:40,الإمارات العربية المتحدة,2/1/2023 11:37,بطاقة بيضاء بداخلها رسم لمجموعة من الاشكال الهندسية المتلاصقة و التي تشكل شكل مميز يجاورها كلمة إيمينسا بحروف لاتينية.,10/15/2032 11:37,2/8/2023 14:16
1445002757,-,FIXR,علامة مسجلة,لفظية,علامة تجارية ,فئة 9,-,VIPR Digital Limited,12/20/2023 13:14,المملكة المتحدة,8/9/2023 17:00,عبارة فيكسر كتبت بحروف لاتينية كبيرة باللون الاسود والابيض,4/22/2033 17:00,9/25/2023 11:28
1444014354,مستقر,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة37,مؤسسة مستقر للمقاولات العامة,-,1/30/2023 1:39,المملكة العربية السعودية ,11/13/2022 18:49,كلمة مستقر بحروف عربية باللون الازرق الغامق والنقاط باللون البرتقالي و اعلاها خط متعرج يشكل رسم مبنى,7/27/2032 18:49,11/30/2022 12:58
1444036732,هالا,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة32,مؤسسة هالا للمياه,-,7/31/2023 14:13,المملكة العربية السعودية ,5/7/2023 11:40,بطاقة باللون الأبيض رسم بها رسم مميز لما يشبه الموجة وكتب اسفلها كلمة هالا بحروف عربية والعلامة باللون الأبيض والأزرق الغامق والفاتح,1/18/2033 11:40,5/16/2023 20:31
1445002065,-,ZENDAI,علامة مسجلة,لفظية,علامة تجارية ,فئة35,-,Egon Zehnder International AG,10/18/2023 9:29,سويسرا,8/2/2023 9:59,كلمة زينداي بحروف لاتينية,4/15/2033 9:59,8/14/2023 16:16
1445002830,-,-,بانتظار سداد رسوم التسجيل,تصويرية,علامة تجارية ,فئة41,شركة معارف للتعليم ,-,11/18/2023 17:23,المملكة العربية السعودية ,8/9/2023 21:27,درع باطار رمادي ملون من الداخل بالاخضر الغامق والفاتح مع نخلتين باللون الاسود,4/22/2033 21:27,8/25/2023 19:55
1444015337,خليط,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,مقهى خليط قهوة لتقديم المشروبات,-,2/3/2023 18:54,المملكة العربية السعودية ,11/20/2022 12:30,بطاقة باللون البيج الفاتح كتب بها بحروف عربية كلمة خليط يعلوها تشكيل الحروف العربية والعلامة باللون البيج الفاتح والبني والذهبي,8/3/2032 12:30,11/24/2022 11:17
1444025728,-,DISNEY MICKEY & CO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 9,-,"Disney Enterprises, Inc.",5/18/2023 14:54,الولايات المتحدة الأمريكية,2/6/2023 14:44,رسم كاريكاتوري لفأر مبتسم يرتدي ملابس وقفازات وحذاء بشكل خاص على خلفية إطارين دائريين بداخلهما عبارة ديزني ميكي أند كو بحروف لاتينية مميزة بجانبها نقطة بالألوان الأحمر والأصفر والأسود والأبيض,10/20/2032 14:44,3/16/2023 12:14
1444014053,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة 1,-,YAMAHA CORPORATION,2/6/2023 19:59,اليابان,11/10/2022 14:30,رسم دائري يتوسطه مجموعة من الاشكال والخطوط المتداخلة  بشكل مميز باللون الاسود.,7/24/2032 14:30,11/16/2022 12:15
1444029097,العثيم دوم,ALOthaim Dome AO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة36,شركه عبدالله العثيم للاستثمار مساهمة مقفلة,-,6/8/2023 13:56,المملكة العربية السعودية ,3/5/2023 10:54,على خلفية بيضاء كلمة العثيم دوم بالحروف العربية واللاتينية بخط مميز وباللون الذهبي وأعلاها رسمة أشكال معيّن صغيرة تشكّل مجتمعة شكل القبّة وباللون البني إلى الذهبي المتدرج من اليسار إلى اليمين وبوسط الرسمة حرف إيه أوه باللاتينية بطريقة متداخلة بنفس تدرج الألوان.,11/16/2032 10:54,4/3/2023 14:54
1444039950,بيدر,baidar,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,شركة الفارس العربي للتجارة,-,10/11/2023 15:54,المملكة العربية السعودية ,5/29/2023 10:55, رسم لشكل هندسي مميز بداخله كلمة بيدر بحروف عربية وبخط عريض على يمينها رسم لأوراق شجر أسفلها كلمة بيدر بحروف لاتينية وبخط عريض والعلامة بتدرجات اللون الأخضر والأصفر والأبيض,2/9/2033 10:55,7/3/2023 10:31
1445004046,-,LEAFBAR,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة34,-,"Shenzhen YouLike Electronics Technology Co., Ltd.",11/12/2023 15:24,الصين,8/16/2023 13:04,كلمة ليفبار بحروف لاتينية مميزة حيث يتخلل الحرف إل والحرف ايه رسم أوراق شجر بشكل خاص,4/29/2033 13:04,9/7/2023 10:03
1444046296,الهاشمية,ALHASHEMIA,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة44,صالون نفر تيتي للتزيين النسائي,-,10/8/2023 21:04,المملكة العربية السعودية ,7/16/2023 18:44, كلمة الهاشمية بحروف لاتينية و عربية بخط مميز باللون الأسود و أعلاهما دائرة توجد بها فتاة ترتدي تاج و تنظر الى الأسفل باللون الأسود,3/29/2033 18:44,8/9/2023 13:30
